marker_position_x,marker_position_y,marker_position_z,marker_quaternion_x,marker_quaternion_y,marker_quaternion_z,marker_quaternion_w
0.0286135300994,-0.0269204992801,0.176187485456,0.962865115926,0.00906810456353,-0.00257401213654,-0.269818295292
0.0286193788052,-0.0269223246723,0.176213145256,0.962762690629,0.00905905185085,-0.00256728102515,-0.27018390807
0.028607737273,-0.0269152596593,0.176150768995,0.96272985897,0.00924814227327,-0.00184821969419,-0.270300341466
0.0286074057221,-0.0269107669592,0.176220282912,0.962985519234,0.00926792977385,-0.00299342472561,-0.269377123439
0.0286171529442,-0.0269252322614,0.176286488771,0.963166433128,0.00930494690116,-0.0029667146985,-0.268728559448
0.0286194402725,-0.0269123241305,0.176217228174,0.962797140742,0.0091701738066,-0.00240679440708,-0.270058847351
0.0286083202809,-0.0268963370472,0.176168531179,0.962733996849,0.00922798317838,-0.00235538706988,-0.270282348276
0.0286182686687,-0.0268939249218,0.176231473684,0.962937282698,0.00935308048293,-0.0032234015433,-0.269543909516
0.0286185089499,-0.0268736686558,0.176157534122,0.962695204085,0.00904870136269,-0.00247092216104,-0.270425515768
0.0286129415035,-0.0268675461411,0.176125183702,0.962602968304,0.00908077840898,-0.00192651426906,-0.270757000684
0.0286210551858,-0.026864444837,0.176204532385,0.962905109267,0.00933364962037,-0.00292988276307,-0.269662843786
0.028606146574,-0.0268392767757,0.176089182496,0.96264697708,0.00938909883319,-0.00256424268778,-0.270584676212
0.0285972207785,-0.0268172547221,0.176055803895,0.96269802889,0.00907243269422,-0.00140225934697,-0.270422317507
0.0286092888564,-0.0268373414874,0.176143482327,0.962800396467,0.00906362495024,-0.00362470965104,-0.270037235852
0.028617715463,-0.0268218144774,0.176088958979,0.962564308989,0.00908821823975,-0.00251000338852,-0.270889378222
0.0285982862115,-0.0267993938178,0.176016479731,0.962293594877,0.00898214274995,-0.00220172822498,-0.271855680026
0.0286166910082,-0.0268101822585,0.176088258624,0.962517166947,0.00870238381673,-0.00229112820067,-0.271071434459
0.0286056771874,-0.0268029626459,0.176009356976,0.962333239794,0.00890362904271,-0.00168677158017,-0.271721577685
0.0285999681801,-0.0268106590956,0.176015391946,0.962383984695,0.00898510127791,-0.00131062181949,-0.271541186983
0.0286034662277,-0.0268284976482,0.176075011492,0.962504638709,0.00914415691876,-0.00269826007925,-0.271097628631
0.0286113191396,-0.026837432757,0.176103681326,0.962561153709,0.00924708140925,-0.00238446502295,-0.270896347674
0.0286053642631,-0.0268617533147,0.176155522466,0.962624677195,0.0092907939038,-0.00298645879095,-0.270663061883
0.0286189652979,-0.0268831327558,0.17620319128,0.962705194694,0.00900980735655,-0.00259708224748,-0.270390063877
0.0286038760096,-0.0268857162446,0.176160469651,0.962704045411,0.00932638049495,-0.00235020578438,-0.270385680296
0.0286166369915,-0.0269270818681,0.176247403026,0.962831866657,0.00920926594773,-0.0026586538627,-0.269931320026
0.0286111887544,-0.0269231144339,0.176224112511,0.962840854951,0.00912146200331,-0.00308040403214,-0.269897754863
0.0286183711141,-0.0269386675209,0.176227465272,0.962882657426,0.00924705381772,-0.00229377482726,-0.26975214294
0.0286072269082,-0.0269083529711,0.176185488701,0.962984662575,0.00926773664867,-0.00172177865747,-0.269391321649
0.0286129470915,-0.0269208420068,0.176208883524,0.962869999055,0.00935842476427,-0.00326400486818,-0.26978348926
0.0286024790257,-0.0268824417144,0.176129207015,0.96276671535,0.00921999038558,-0.00158109072595,-0.270171693084
0.0285977590829,-0.0268770512193,0.176156699657,0.962611921583,0.00910273295314,-0.00223136440281,-0.270722089407
0.0286095831543,-0.0268467850983,0.1761315763,0.962686207463,0.00918811620218,-0.00220443738831,-0.270455144039
0.028609637171,-0.0268286336213,0.176088243723,0.962373757412,0.00902133224489,-0.00172167401622,-0.271573935509
0.0286148190498,-0.026825575158,0.176103428006,0.962649930031,0.00897980110163,-0.00247620004065,-0.270588883395
0.0286151412874,-0.0267989467829,0.17607241869,0.962480411933,0.0088152790832,-0.00176019494561,-0.271202229366
0.0286142732948,-0.026812940836,0.176080808043,0.962544329871,0.00899162331137,-0.00196795208443,-0.270968062525
0.0286038760096,-0.0267987232655,0.176060423255,0.962468365211,0.00873529072687,-0.00224348563147,-0.271243999815
