txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15850.0,16406.0,39909.0,15994.0,16532.0,39141.0,15780.0,16447.0,38744.0,15342.0,16634.0,39910.0,15940.0,16538.0,38786.0,15957.0,16432.0,37926.0,15834.0,16442.0,37794.0,15610.0,16508.0,38032.0,16218.0,16362.0,37949.0,16064.0,16318.0,37909.0,15906.0,16177.0,37260.0,15657.0,16314.0,37849.0,16183.0,16292.0,38469.0,16042.0,16371.0,37936.0,15953.0,16251.0,37544.0,15732.0,16423.0,38191.0
15850.0,16406.0,39909.0,15994.0,16532.0,39141.0,15780.0,16447.0,38745.0,15343.0,16634.0,39911.0,15940.0,16538.0,38786.0,15957.0,16432.0,37926.0,15834.0,16442.0,37794.0,15610.0,16508.0,38032.0,16218.0,16362.0,37949.0,16064.0,16318.0,37909.0,15906.0,16178.0,37259.0,15654.0,16314.0,37853.0,16183.0,16292.0,38469.0,16042.0,16371.0,37936.0,15953.0,16251.0,37544.0,15732.0,16423.0,38191.0
15851.0,16405.0,39909.0,15995.0,16531.0,39137.0,15780.0,16447.0,38745.0,15343.0,16634.0,39911.0,15939.0,16538.0,38779.0,15953.0,16434.0,37923.0,15834.0,16442.0,37790.0,15609.0,16507.0,38030.0,16216.0,16361.0,37946.0,16061.0,16319.0,37915.0,15906.0,16178.0,37259.0,15654.0,16314.0,37853.0,16181.0,16291.0,38469.0,16043.0,16370.0,37931.0,15952.0,16252.0,37550.0,15731.0,16423.0,38190.0
15849.0,16404.0,39907.0,15994.0,16532.0,39136.0,15779.0,16448.0,38748.0,15342.0,16634.0,39911.0,15939.0,16537.0,38785.0,15954.0,16432.0,37923.0,15833.0,16442.0,37789.0,15608.0,16510.0,38027.0,16216.0,16359.0,37945.0,16060.0,16320.0,37910.0,15905.0,16178.0,37255.0,15655.0,16315.0,37855.0,16182.0,16292.0,38470.0,16042.0,16371.0,37930.0,15953.0,16253.0,37546.0,15732.0,16422.0,38186.0
15852.0,16403.0,39905.0,15995.0,16530.0,39143.0,15779.0,16448.0,38750.0,15344.0,16634.0,39913.0,15938.0,16537.0,38786.0,15953.0,16432.0,37927.0,15834.0,16441.0,37783.0,15609.0,16509.0,38037.0,16215.0,16359.0,37946.0,16060.0,16319.0,37914.0,15904.0,16178.0,37253.0,15653.0,16316.0,37855.0,16181.0,16290.0,38467.0,16041.0,16369.0,37930.0,15954.0,16252.0,37543.0,15730.0,16421.0,38189.0
15851.0,16403.0,39908.0,15997.0,16532.0,39139.0,15781.0,16449.0,38754.0,15345.0,16638.0,39912.0,15939.0,16536.0,38788.0,15954.0,16431.0,37929.0,15832.0,16443.0,37792.0,15611.0,16508.0,38032.0,16214.0,16359.0,37949.0,16061.0,16318.0,37909.0,15906.0,16177.0,37258.0,15656.0,16315.0,37848.0,16182.0,16292.0,38477.0,16043.0,16370.0,37928.0,15951.0,16254.0,37547.0,15731.0,16424.0,38188.0
15853.0,16403.0,39917.0,15996.0,16530.0,39145.0,15781.0,16449.0,38754.0,15345.0,16638.0,39912.0,15940.0,16537.0,38792.0,15955.0,16433.0,37930.0,15836.0,16443.0,37791.0,15610.0,16509.0,38028.0,16218.0,16359.0,37950.0,16063.0,16318.0,37913.0,15906.0,16177.0,37258.0,15656.0,16315.0,37848.0,16183.0,16292.0,38472.0,16041.0,16369.0,37934.0,15954.0,16250.0,37543.0,15731.0,16425.0,38185.0
15856.0,16401.0,39928.0,16001.0,16529.0,39149.0,15783.0,16447.0,38748.0,15350.0,16638.0,39903.0,15943.0,16536.0,38798.0,15959.0,16431.0,37933.0,15838.0,16441.0,37788.0,15613.0,16511.0,38035.0,16216.0,16360.0,37955.0,16065.0,16319.0,37905.0,15906.0,16179.0,37259.0,15659.0,16317.0,37849.0,16182.0,16291.0,38479.0,16043.0,16368.0,37936.0,15953.0,16252.0,37548.0,15733.0,16423.0,38185.0
15854.0,16399.0,39932.0,16001.0,16528.0,39143.0,15783.0,16447.0,38748.0,15350.0,16638.0,39903.0,15940.0,16534.0,38792.0,15957.0,16430.0,37937.0,15837.0,16445.0,37785.0,15612.0,16512.0,38025.0,16216.0,16357.0,37952.0,16065.0,16318.0,37911.0,15906.0,16179.0,37259.0,15659.0,16317.0,37849.0,16180.0,16291.0,38474.0,16042.0,16370.0,37932.0,15953.0,16251.0,37549.0,15731.0,16422.0,38186.0
15855.0,16399.0,39917.0,15997.0,16529.0,39135.0,15781.0,16450.0,38749.0,15345.0,16640.0,39917.0,15938.0,16534.0,38787.0,15954.0,16431.0,37927.0,15835.0,16444.0,37790.0,15609.0,16510.0,38032.0,16214.0,16358.0,37950.0,16057.0,16319.0,37911.0,15904.0,16178.0,37257.0,15654.0,16316.0,37856.0,16178.0,16287.0,38465.0,16039.0,16367.0,37924.0,15951.0,16252.0,37549.0,15729.0,16425.0,38188.0
