txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15835.0,16372.0,39981.0,15991.0,16510.0,39153.0,15786.0,16437.0,38720.0,15352.0,16619.0,39860.0,15910.0,16523.0,38871.0,15941.0,16430.0,37944.0,15830.0,16440.0,37798.0,15611.0,16506.0,38031.0,16187.0,16349.0,38029.0,16048.0,16319.0,37957.0,15897.0,16171.0,37281.0,15660.0,16309.0,37876.0,16164.0,16304.0,38537.0,16035.0,16378.0,37971.0,15949.0,16259.0,37572.0,15732.0,16429.0,38202.0
15835.0,16371.0,39978.0,15990.0,16508.0,39148.0,15784.0,16436.0,38721.0,15350.0,16619.0,39860.0,15908.0,16522.0,38865.0,15938.0,16429.0,37946.0,15829.0,16441.0,37799.0,15611.0,16506.0,38032.0,16186.0,16351.0,38032.0,16049.0,16319.0,37958.0,15896.0,16171.0,37286.0,15657.0,16310.0,37876.0,16163.0,16303.0,38536.0,16036.0,16377.0,37978.0,15947.0,16261.0,37572.0,15731.0,16429.0,38203.0
15835.0,16369.0,39976.0,15991.0,16510.0,39146.0,15785.0,16435.0,38715.0,15349.0,16621.0,39864.0,15910.0,16522.0,38864.0,15938.0,16428.0,37946.0,15829.0,16440.0,37801.0,15611.0,16505.0,38027.0,16185.0,16348.0,38027.0,16048.0,16317.0,37964.0,15896.0,16170.0,37284.0,15657.0,16309.0,37878.0,16162.0,16301.0,38533.0,16033.0,16378.0,37973.0,15947.0,16260.0,37567.0,15730.0,16431.0,38208.0
15834.0,16369.0,39974.0,15992.0,16509.0,39153.0,15784.0,16437.0,38718.0,15349.0,16622.0,39859.0,15909.0,16522.0,38867.0,15939.0,16429.0,37945.0,15830.0,16441.0,37798.0,15610.0,16507.0,38027.0,16186.0,16349.0,38030.0,16046.0,16316.0,37959.0,15896.0,16172.0,37287.0,15656.0,16309.0,37879.0,16161.0,16303.0,38528.0,16034.0,16377.0,37977.0,15947.0,16258.0,37558.0,15728.0,16428.0,38204.0
15836.0,16368.0,39975.0,15989.0,16508.0,39147.0,15783.0,16437.0,38720.0,15348.0,16620.0,39862.0,15909.0,16521.0,38867.0,15938.0,16429.0,37944.0,15831.0,16442.0,37802.0,15610.0,16507.0,38027.0,16185.0,16350.0,38026.0,16046.0,16318.0,37956.0,15896.0,16172.0,37280.0,15657.0,16310.0,37880.0,16163.0,16302.0,38536.0,16033.0,16378.0,37973.0,15947.0,16259.0,37565.0,15728.0,16431.0,38203.0
15836.0,16367.0,39973.0,15991.0,16508.0,39152.0,15786.0,16435.0,38716.0,15351.0,16621.0,39863.0,15908.0,16519.0,38869.0,15938.0,16429.0,37945.0,15830.0,16442.0,37800.0,15609.0,16507.0,38032.0,16185.0,16349.0,38032.0,16047.0,16317.0,37962.0,15897.0,16172.0,37281.0,15657.0,16310.0,37879.0,16163.0,16300.0,38530.0,16034.0,16376.0,37969.0,15948.0,16260.0,37559.0,15730.0,16429.0,38199.0
15836.0,16366.0,39996.0,15995.0,16507.0,39156.0,15788.0,16437.0,38721.0,15353.0,16622.0,39861.0,15910.0,16519.0,38877.0,15941.0,16427.0,37950.0,15833.0,16442.0,37803.0,15612.0,16506.0,38028.0,16188.0,16349.0,38037.0,16049.0,16318.0,37961.0,15897.0,16172.0,37280.0,15658.0,16312.0,37875.0,16161.0,16301.0,38540.0,16034.0,16377.0,37976.0,15947.0,16258.0,37567.0,15731.0,16430.0,38200.0
15836.0,16366.0,39996.0,15995.0,16507.0,39156.0,15789.0,16437.0,38720.0,15357.0,16624.0,39862.0,15913.0,16521.0,38880.0,15941.0,16427.0,37950.0,15833.0,16442.0,37803.0,15612.0,16506.0,38028.0,16188.0,16349.0,38037.0,16049.0,16318.0,37961.0,15896.0,16173.0,37283.0,15658.0,16311.0,37876.0,16160.0,16300.0,38536.0,16034.0,16377.0,37976.0,15947.0,16258.0,37567.0,15731.0,16430.0,38200.0
15837.0,16365.0,39973.0,15994.0,16506.0,39147.0,15786.0,16438.0,38724.0,15353.0,16626.0,39864.0,15911.0,16518.0,38864.0,15937.0,16427.0,37946.0,15830.0,16441.0,37806.0,15609.0,16508.0,38029.0,16184.0,16347.0,38027.0,16045.0,16317.0,37960.0,15894.0,16173.0,37280.0,15656.0,16313.0,37876.0,16160.0,16300.0,38525.0,16031.0,16376.0,37968.0,15946.0,16260.0,37563.0,15724.0,16431.0,38201.0
15837.0,16365.0,39965.0,15993.0,16507.0,39150.0,15784.0,16437.0,38722.0,15350.0,16623.0,39868.0,15908.0,16518.0,38857.0,15935.0,16427.0,37943.0,15830.0,16442.0,37800.0,15608.0,16507.0,38033.0,16183.0,16348.0,38018.0,16044.0,16315.0,37957.0,15892.0,16173.0,37285.0,15655.0,16311.0,37884.0,16159.0,16300.0,38522.0,16030.0,16376.0,37966.0,15943.0,16259.0,37568.0,15727.0,16430.0,38204.0
15837.0,16363.0,39963.0,15990.0,16504.0,39142.0,15785.0,16438.0,38726.0,15350.0,16624.0,39869.0,15908.0,16516.0,38857.0,15933.0,16428.0,37943.0,15829.0,16442.0,37800.0,15607.0,16509.0,38032.0,16182.0,16345.0,38024.0,16044.0,16316.0,37959.0,15893.0,16170.0,37284.0,15653.0,16311.0,37887.0,16158.0,16299.0,38526.0,16030.0,16375.0,37968.0,15945.0,16260.0,37567.0,15724.0,16431.0,38209.0
15840.0,16364.0,39977.0,15994.0,16505.0,39149.0,15785.0,16438.0,38726.0,15350.0,16624.0,39869.0,15912.0,16517.0,38870.0,15941.0,16428.0,37949.0,15831.0,16443.0,37797.0,15611.0,16511.0,38036.0,16186.0,16346.0,38022.0,16043.0,16315.0,37957.0,15893.0,16170.0,37284.0,15653.0,16311.0,37887.0,16159.0,16297.0,38522.0,16030.0,16375.0,37965.0,15946.0,16259.0,37561.0,15726.0,16431.0,38210.0
15842.0,16361.0,39987.0,16000.0,16505.0,39151.0,15789.0,16437.0,38723.0,15360.0,16627.0,39864.0,15915.0,16515.0,38884.0,15943.0,16427.0,37955.0,15837.0,16443.0,37802.0,15613.0,16510.0,38028.0,16187.0,16344.0,38035.0,16046.0,16316.0,37963.0,15896.0,16172.0,37284.0,15659.0,16313.0,37879.0,16160.0,16298.0,38533.0,16033.0,16377.0,37970.0,15946.0,16260.0,37569.0,15727.0,16432.0,38198.0
15847.0,16356.0,40001.0,16005.0,16504.0,39163.0,15795.0,16440.0,38733.0,15362.0,16628.0,39869.0,15916.0,16512.0,38884.0,15943.0,16426.0,37959.0,15837.0,16442.0,37807.0,15616.0,16511.0,38027.0,16186.0,16341.0,38036.0,16046.0,16316.0,37961.0,15896.0,16175.0,37283.0,15657.0,16315.0,37877.0,16158.0,16297.0,38527.0,16030.0,16373.0,37969.0,15946.0,16261.0,37563.0,15728.0,16432.0,38197.0
15847.0,16356.0,40001.0,16005.0,16504.0,39163.0,15796.0,16440.0,38734.0,15361.0,16631.0,39870.0,15916.0,16512.0,38884.0,15943.0,16426.0,37959.0,15837.0,16442.0,37807.0,15616.0,16511.0,38027.0,16186.0,16341.0,38036.0,16046.0,16316.0,37961.0,15896.0,16175.0,37278.0,15655.0,16315.0,37880.0,16158.0,16297.0,38527.0,16030.0,16373.0,37969.0,15946.0,16261.0,37563.0,15728.0,16432.0,38197.0
15846.0,16351.0,39992.0,16004.0,16501.0,39154.0,15795.0,16438.0,38727.0,15362.0,16631.0,39862.0,15912.0,16509.0,38878.0,15942.0,16423.0,37952.0,15836.0,16442.0,37804.0,15614.0,16513.0,38027.0,16183.0,16340.0,38033.0,16047.0,16313.0,37961.0,15894.0,16172.0,37283.0,15656.0,16314.0,37881.0,16156.0,16295.0,38527.0,16029.0,16372.0,37961.0,15944.0,16260.0,37565.0,15723.0,16433.0,38205.0
15846.0,16351.0,39992.0,16004.0,16501.0,39154.0,15795.0,16438.0,38727.0,15360.0,16631.0,39871.0,15912.0,16509.0,38878.0,15942.0,16423.0,37952.0,15836.0,16442.0,37804.0,15614.0,16513.0,38027.0,16183.0,16340.0,38033.0,16047.0,16313.0,37961.0,15894.0,16172.0,37283.0,15656.0,16314.0,37881.0,16156.0,16295.0,38527.0,16029.0,16372.0,37961.0,15944.0,16260.0,37565.0,15723.0,16433.0,38205.0
15844.0,16353.0,39987.0,16003.0,16504.0,39158.0,15792.0,16439.0,38732.0,15357.0,16631.0,39879.0,15912.0,16508.0,38869.0,15938.0,16424.0,37948.0,15830.0,16446.0,37801.0,15612.0,16514.0,38037.0,16180.0,16338.0,38023.0,16041.0,16313.0,37954.0,15888.0,16175.0,37283.0,15652.0,16316.0,37885.0,16153.0,16292.0,38520.0,16026.0,16372.0,37969.0,15941.0,16260.0,37559.0,15722.0,16435.0,38195.0
15842.0,16352.0,39967.0,16000.0,16503.0,39150.0,15789.0,16438.0,38719.0,15355.0,16631.0,39872.0,15909.0,16509.0,38865.0,15938.0,16424.0,37946.0,15830.0,16442.0,37804.0,15610.0,16512.0,38032.0,16178.0,16338.0,38020.0,16041.0,16313.0,37955.0,15890.0,16172.0,37281.0,15651.0,16315.0,37885.0,16154.0,16292.0,38519.0,16026.0,16373.0,37960.0,15940.0,16259.0,37560.0,15720.0,16433.0,38203.0
