txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15916.0,16709.0,38423.0,15897.0,16603.0,37948.0,15687.0,16647.0,37975.0,15396.0,16416.0,38918.0,16020.0,16374.0,37677.0,15809.0,16490.0,37923.0,15823.0,16536.0,37487.0,15480.0,16420.0,38047.0,16163.0,16483.0,37801.0,15896.0,16262.0,38182.0,15684.0,16261.0,38036.0,15404.0,16327.0,38638.0,15910.0,16302.0,39222.0,15782.0,16366.0,39558.0,15579.0,16070.0,38721.0,15491.0,15992.0,39052.0
15917.0,16709.0,38418.0,15897.0,16604.0,37951.0,15687.0,16646.0,37979.0,15397.0,16416.0,38920.0,16020.0,16372.0,37678.0,15809.0,16491.0,37921.0,15825.0,16535.0,37483.0,15481.0,16419.0,38044.0,16165.0,16482.0,37803.0,15898.0,16263.0,38175.0,15682.0,16261.0,38030.0,15404.0,16327.0,38636.0,15911.0,16301.0,39225.0,15784.0,16366.0,39558.0,15581.0,16072.0,38723.0,15490.0,15991.0,39048.0
15914.0,16711.0,38420.0,15894.0,16604.0,37943.0,15685.0,16647.0,37972.0,15390.0,16413.0,38919.0,16018.0,16376.0,37677.0,15806.0,16491.0,37918.0,15821.0,16536.0,37483.0,15477.0,16420.0,38050.0,16163.0,16484.0,37800.0,15895.0,16263.0,38177.0,15682.0,16261.0,38030.0,15402.0,16329.0,38638.0,15912.0,16305.0,39215.0,15783.0,16369.0,39558.0,15579.0,16073.0,38722.0,15488.0,15991.0,39049.0
15912.0,16712.0,38421.0,15892.0,16606.0,37948.0,15682.0,16645.0,37972.0,15387.0,16412.0,38922.0,16017.0,16377.0,37684.0,15809.0,16492.0,37920.0,15825.0,16536.0,37483.0,15479.0,16418.0,38047.0,16164.0,16488.0,37804.0,15899.0,16265.0,38181.0,15685.0,16261.0,38028.0,15399.0,16325.0,38639.0,15910.0,16308.0,39215.0,15788.0,16371.0,39562.0,15584.0,16071.0,38721.0,15492.0,15988.0,39050.0
15909.0,16714.0,38411.0,15890.0,16607.0,37933.0,15680.0,16645.0,37969.0,15389.0,16412.0,38917.0,16017.0,16381.0,37678.0,15806.0,16493.0,37921.0,15823.0,16536.0,37485.0,15476.0,16416.0,38047.0,16165.0,16490.0,37809.0,15899.0,16265.0,38181.0,15684.0,16261.0,38034.0,15402.0,16324.0,38643.0,15916.0,16312.0,39224.0,15789.0,16373.0,39561.0,15586.0,16072.0,38725.0,15494.0,15987.0,39052.0
15905.0,16717.0,38414.0,15886.0,16612.0,37946.0,15680.0,16647.0,37972.0,15382.0,16409.0,38912.0,16014.0,16385.0,37676.0,15803.0,16495.0,37912.0,15819.0,16535.0,37487.0,15470.0,16411.0,38037.0,16166.0,16492.0,37808.0,15901.0,16268.0,38179.0,15685.0,16261.0,38030.0,15404.0,16322.0,38636.0,15917.0,16318.0,39218.0,15793.0,16375.0,39553.0,15586.0,16068.0,38728.0,15495.0,15982.0,39059.0
15908.0,16716.0,38418.0,15889.0,16605.0,37942.0,15682.0,16646.0,37966.0,15387.0,16412.0,38914.0,16016.0,16380.0,37678.0,15807.0,16495.0,37918.0,15820.0,16535.0,37488.0,15477.0,16417.0,38038.0,16164.0,16489.0,37803.0,15899.0,16267.0,38178.0,15684.0,16259.0,38025.0,15404.0,16324.0,38645.0,15916.0,16311.0,39220.0,15789.0,16373.0,39559.0,15585.0,16070.0,38720.0,15494.0,15984.0,39049.0
15917.0,16706.0,38414.0,15898.0,16604.0,37953.0,15689.0,16648.0,37977.0,15397.0,16419.0,38923.0,16018.0,16373.0,37682.0,15811.0,16489.0,37918.0,15824.0,16536.0,37489.0,15479.0,16418.0,38046.0,16161.0,16482.0,37805.0,15897.0,16263.0,38180.0,15685.0,16264.0,38035.0,15406.0,16327.0,38634.0,15910.0,16302.0,39222.0,15784.0,16364.0,39557.0,15580.0,16071.0,38724.0,15488.0,15990.0,39052.0
15913.0,16712.0,38414.0,15894.0,16604.0,37945.0,15685.0,16648.0,37976.0,15391.0,16417.0,38929.0,16018.0,16373.0,37670.0,15806.0,16491.0,37915.0,15823.0,16536.0,37490.0,15480.0,16421.0,38050.0,16161.0,16483.0,37800.0,15896.0,16262.0,38171.0,15683.0,16263.0,38033.0,15401.0,16328.0,38648.0,15908.0,16302.0,39206.0,15782.0,16366.0,39547.0,15578.0,16070.0,38719.0,15486.0,15990.0,39046.0
15906.0,16717.0,38412.0,15887.0,16607.0,37938.0,15680.0,16646.0,37962.0,15384.0,16409.0,38908.0,16013.0,16381.0,37680.0,15804.0,16494.0,37914.0,15820.0,16536.0,37483.0,15472.0,16415.0,38044.0,16164.0,16492.0,37802.0,15898.0,16266.0,38176.0,15682.0,16260.0,38028.0,15401.0,16322.0,38643.0,15915.0,16312.0,39222.0,15787.0,16374.0,39558.0,15583.0,16072.0,38725.0,15493.0,15986.0,39055.0
