position_joint1,position_joint2,position_joint3,position_joint4,position_joint5,position_joint6,position_joint7,velocity_joint1,velocity_joint2,velocity_joint3,velocity_joint4,velocity_joint5,velocity_joint6,velocity_joint7,ee_T_00,ee_T_10,ee_T_20,ee_T_30,ee_T_01,ee_T_11,ee_T_21,ee_T_31,ee_T_02,ee_T_12,ee_T_22,ee_T_32,ee_T_03,ee_T_13,ee_T_23,ee_T_33,v_x,v_y,time
0.465061009329,0.547677025787,-0.124038307664,-1.35586012086,0.0795301488572,1.89415140003,0.159127907147,-0.000171185477762,0.00245188626468,0.000847143120519,5.15909027911e-05,-0.000339614180852,-0.000375632915146,-0.000200776212563,0.573834936238,0.818956635894,0.00205946083894,0.0,0.81891493308,-0.573775933347,-0.0118430397814,0.0,-0.00851743094004,0.00848263652997,-0.999927746514,0.0,0.661696824225,0.260859789588,0.303281381401,1.0,0.0,0.0,0.0
0.465067095326,0.547671295135,-0.124040073395,-1.35586012063,0.0795294367803,1.89415209609,0.159128986663,0.00113905828152,0.000416429586856,0.000216806149404,-0.000312538356372,-0.000549539331195,0.000292339977156,-0.000785441908381,0.573831875371,0.818958768606,0.0020642267265,0.0,0.818917144168,-0.573772870086,-0.0118385574344,0.0,-0.00851105698938,0.00848393561209,-0.999927789766,0.0,0.661695973248,0.26086280315,0.303285558798,1.0,-0.00016,-0.000210285714286,0.009
0.465058854112,0.547664971952,-0.124041058889,-1.35586047634,0.0795307592087,1.89414801937,0.159134112443,-0.00113773355179,0.000667139956124,-0.000654349803156,0.000526032276161,2.07269130715e-05,0.000189003691261,0.00637965436246,0.573843840708,0.818950378506,0.00206662228862,0.0,0.818908773857,-0.573784813031,-0.0118387219259,0.0,-0.00850969315672,0.00848611616745,-0.99992778287,0.0,0.661697547925,0.260856758288,0.303289549775,1.0,-0.00046,-0.000604571428571,0.024
0.465065864944,0.547647703002,-0.124043119605,-1.35587283521,0.0795314712315,1.89415090413,0.159133993709,0.00133535539349,-0.00495577541411,0.00178835445476,-0.00204482891164,0.000157940086005,0.0083831263952,0.000723783000992,0.573840294257,0.818952845196,0.00207386946347,0.0,0.81891133,-0.573781233247,-0.0118354075851,0.0,-0.00850285704385,0.00849011243282,-0.999927807101,0.0,0.661694351844,0.260859277209,0.30329622093,1.0,-0.00078,-0.00102514285714,0.04
0.465060542345,0.547573225621,-0.12404071041,-1.35593494543,0.079527080945,1.89416427293,0.159126023773,-0.0027185772879,-0.00550383372432,0.000256726407596,-0.00220753113368,5.90186867281e-05,0.00126192140907,-0.00229898088222,0.573838630833,0.818953950865,0.00209738590799,0.0,0.818912724066,-0.573779458959,-0.011824962558,0.0,-0.0084808261364,0.00850336004731,-0.999927881627,0.0,0.661685831849,0.260850955764,0.303320491287,1.0,-0.00114,-0.00149828571429,0.058
0.465058748926,0.547448952027,-0.124041397675,-1.35609932714,0.079528004514,1.8941961958,0.159130967044,-0.000286708127687,-0.00690661666822,-0.000753673977047,-0.0126138810623,0.000182483974667,-0.000377468167598,0.000525320183866,0.573853851545,0.818943285047,0.00209758075225,0.0,0.818901930168,-0.573794546088,-0.0118403779111,0.0,-0.00849318110713,0.00851252328716,-0.999927698797,0.0,0.661658367487,0.260833805836,0.303333079809,1.0,-0.00148,-0.00194514285714,0.075
0.46504188267,0.547294348688,-0.1240431688,-1.35631474604,0.0795252394884,1.89428190493,0.15912766953,-0.0015346098811,-0.00793995855594,-0.000237803910591,-0.0164279387219,0.000284213722043,0.00846777478099,0.000521854972927,0.573877550423,0.818926610508,0.00212382284842,0.0,0.818885523987,-0.573818064346,-0.0118353088918,0.0,-0.0084737246246,0.00853135011631,-0.999927703415,0.0,0.661635115089,0.260803456002,0.30334755828,1.0,-0.00182,-0.002392,0.092
0.465034629492,0.547133765499,-0.124043880402,-1.35649458646,0.0795231068257,1.89437510627,0.159112297693,-0.00113475499818,-0.012976818035,-0.000415939452602,-0.0104135771069,0.000225248265331,0.00703873710997,0.000757794738851,0.573881005834,0.818924010896,0.00219144312469,0.0,0.818883767992,-0.573821217381,-0.0118038935623,0.0,-0.00840915720093,0.00856873248823,-0.999927928852,0.0,0.661618884966,0.260785000715,0.303383819283,1.0,-0.00212,-0.00278628571429,0.107
0.4650083557,0.546931966004,-0.124043222133,-1.35672994588,0.079517138952,1.89450441802,0.159100214105,-0.000971027305244,-0.0114451000875,-0.0036870570032,-0.0116647935192,0.000163963907883,0.007676447549,-0.00276040784073,0.573903953889,0.818907695384,0.00227707112019,0.0,0.818868550847,-0.573843818583,-0.0117607486732,0.0,-0.00832444467655,0.00861432794514,-0.999928245913,0.0,0.661603066583,0.260750537376,0.303425926932,1.0,-0.00246,-0.00323314285714,0.124
0.464984706815,0.546681051838,-0.124041093415,-1.35707362737,0.0795101920137,1.89463918969,0.15905723542,8.50093956725e-05,-0.0161656423881,0.000572531098749,-0.0202195665943,-5.20925036889e-05,0.0114023911772,-0.00191853822571,0.573904032072,0.818907516244,0.00232135995397,0.0,0.818868826345,-0.57384360402,-0.011752032509,0.0,-0.00829188983515,0.0086455945975,-0.999928246554,0.0,0.661563800514,0.260706650797,0.303451671751,1.0,-0.00282,-0.00370628571429,0.142
0.464944861528,0.546419905404,-0.124044116625,-1.35745612834,0.0794998900088,1.89477725404,0.158955629051,-0.00724757299772,-0.0206199646865,-0.000785582353635,-0.0232422424301,-0.000108028128995,0.00966421157729,-0.0014514024928,0.573874198434,0.818928361913,0.00234293141766,0.0,0.818889845574,-0.573813581619,-0.0117533512571,0.0,-0.00828090625679,0.00866371458171,-0.999928180742,0.0,0.66152212386,0.260644269891,0.303466620095,1.0,-0.00316,-0.00415314285714,0.159
0.464911143424,0.546120231757,-0.124041806091,-1.35794116307,0.0794791894273,1.89494170532,0.1589327866,-0.0028764481873,-0.0204962753903,-0.000214141200972,-0.0248564343321,-0.00129172341128,0.0119885759852,0.000448865069338,0.573903065388,0.818908169078,0.00233003360122,0.0,0.818869376999,-0.573842380598,-0.0117733829059,0.0,-0.00830440729628,0.00866494053005,-0.999927975219,0.0,0.661460924214,0.260577467541,0.303462124715,1.0,-0.00352,-0.00462628571429,0.177
0.464869746538,0.545863512342,-0.124043484746,-1.35835956148,0.0794553977089,1.89508283707,0.158876717999,-0.00766048331537,-0.0165884504701,-0.000769464496863,-0.0288239174324,0.00012703873102,0.00307620816096,-1.78877259472e-05,0.573909248399,0.818903884188,0.00231299897494,0.0,0.818864843304,-0.573848598983,-0.0117856161456,0.0,-0.00832413588336,0.00865807434197,-0.999927870654,0.0,0.661412290675,0.260508540934,0.303457015444,1.0,-0.0038,-0.00499428571429,0.191
0.464812227621,0.545534872205,-0.124040717275,-1.35893888831,0.0794066016379,1.89526968367,0.158783499225,0.000566788171383,-0.0170960729152,-0.000249082811982,-0.0340884391239,-0.00451372999634,0.00649304493698,-0.00387121428054,0.573897413296,0.818912349639,0.00225155995334,0.0,0.818872569772,-0.573837063176,-0.0118104319148,0.0,-0.00837984133633,0.00862188300877,-0.999927718084,0.0,0.661342251166,0.260412417746,0.303429987698,1.0,-0.00414,-0.00544114285714,0.208
