marker_position_x,marker_position_y,marker_position_z,marker_quaternion_x,marker_quaternion_y,marker_quaternion_z,marker_quaternion_w
0.0298386942595,-0.027633080259,0.175364390016,0.962231729074,0.0013097890614,0.0068616758201,-0.272142061102
0.02982987836,-0.027640864253,0.175369694829,0.962150833961,0.00149845579593,0.00588807306746,-0.272449734693
0.0298318825662,-0.0276314187795,0.175336226821,0.962176512781,0.00127364310602,0.0062665967785,-0.272351731866
0.0298327933997,-0.0276254508644,0.175328239799,0.962318733854,0.000943606287732,0.00706916565839,-0.271830445272
0.0298330262303,-0.0276313330978,0.175343558192,0.962240749269,0.00122341189247,0.0069493623847,-0.272108342526
0.029832277447,-0.0276250727475,0.17533017695,0.962210625685,0.0012141019569,0.007203516054,-0.272208278956
0.0298252943903,-0.027621274814,0.175309985876,0.962175873313,0.00120670522979,0.00712623371971,-0.272333158962
0.0298265274614,-0.0276152584702,0.175285890698,0.962192778648,0.00102772997755,0.00690476920776,-0.27227986457
0.0298192352057,-0.0276034995914,0.175215944648,0.961998452152,0.00123833274001,0.00733860000256,-0.272953456728
0.0298354905099,-0.027612619102,0.175287529826,0.962303078272,0.00081565191643,0.00745191092607,-0.271876055003
0.0298275984824,-0.0275964513421,0.175194963813,0.96204237929,0.00105608492317,0.00830464978398,-0.272771658952
0.0298302322626,-0.0275998711586,0.175211876631,0.962117162218,0.000993187572723,0.00762241470434,-0.27252794084
0.0298314262182,-0.0276011750102,0.17521905899,0.962118710673,0.00100924509487,0.00782601108847,-0.272516644533
0.0298133362085,-0.0275832004845,0.175132811069,0.961977834169,0.000925205013181,0.00837114253597,-0.27299764566
0.0298481099308,-0.0276065226644,0.175256207585,0.962209160959,0.000894468121527,0.0081940261923,-0.272186679374
0.0298310369253,-0.0275842864066,0.175138875842,0.961980502333,0.000915825193709,0.00833563999649,-0.272989361515
0.0298283863813,-0.0275816880167,0.17516720295,0.961934491126,0.000565699882368,0.00843491202821,-0.273149349303
0.0298388302326,-0.0275864098221,0.175170943141,0.961993991442,0.000784146572812,0.0085947540192,-0.272934196733
0.0298146922141,-0.0275805667043,0.175118073821,0.961974975005,0.000935890482566,0.00834523769482,-0.273008477122
0.0298325121403,-0.027593517676,0.175186485052,0.962111289369,0.00086309628819,0.0077832769486,-0.272544569812
0.0298391785473,-0.0275948941708,0.175193801522,0.962120056709,0.000912083561701,0.00818652580158,-0.27250164289
0.0298381112516,-0.0276127848774,0.175287097692,0.962337522022,0.000851978748732,0.00759236829612,-0.271750112758
0.0298295412213,-0.0276175979525,0.175289914012,0.962162005271,0.00115600376202,0.00675856979672,-0.272391741804
0.0298350658268,-0.0276292730123,0.175342991948,0.962229714432,0.00129866043515,0.00663506907126,-0.272154856659
0.0298349484801,-0.0276404470205,0.175392314792,0.962322115583,0.001135292981,0.00639958903592,-0.271834328644
0.0298412442207,-0.0276500117034,0.175416901708,0.962275210332,0.00150655811682,0.00586904871902,-0.272010485333
0.0298276115209,-0.0276431553066,0.175381556153,0.962170077212,0.00148470016359,0.00600550188801,-0.272379279921
0.0298438835889,-0.0276583731174,0.175454124808,0.962262925268,0.001503987578,0.00514752541143,-0.272068564259
0.0298482850194,-0.0276528391987,0.175458416343,0.962429559949,0.0014158081366,0.00632336544429,-0.271454144696
0.0298263523728,-0.0276266280562,0.175319969654,0.962157064021,0.00122562490215,0.0070942844404,-0.272400354489
0.0298212580383,-0.0276017989963,0.175231739879,0.96214688597,0.00092023956755,0.0084471674728,-0.272398913982
