position_joint1,position_joint2,position_joint3,position_joint4,position_joint5,position_joint6,position_joint7,velocity_joint1,velocity_joint2,velocity_joint3,velocity_joint4,velocity_joint5,velocity_joint6,velocity_joint7,ee_T_00,ee_T_10,ee_T_20,ee_T_30,ee_T_01,ee_T_11,ee_T_21,ee_T_31,ee_T_02,ee_T_12,ee_T_22,ee_T_32,ee_T_03,ee_T_13,ee_T_23,ee_T_33,v_x,v_y,w_z,time
0.46510422050650485,0.5472591976533854,-0.12398185195636725,-1.355550101343091,0.07947153066926532,1.8941875027307262,0.15914369385254437,-0.0004570563194567185,0.001419425445539042,0.0013367910709055388,-0.0018601767705535507,0.0002918260711393248,-0.0002677423018412645,0.0011933617087363656,0.5737398227357687,0.8190214343469366,0.002693100188160544,0.0,0.8189885656044035,-0.5736792150116219,-0.011429548289377707,0.0,-0.00781621991846626,0.008763373991733187,-0.9999310526143627,0.0,0.6617651536535949,0.26095638367197543,0.30372614995582903,1.0,5e-324,6.9011547113772e-310,6.9009425117982e-310,0.0
0.46510426251511816,0.5472566793775844,-0.12398471493535833,-1.35554412283366,0.07947081859244241,1.8941883211135604,0.159134808073305,-0.00039599725531422287,-0.00010942677287915302,-0.001453255444414701,-0.00025559997598013695,5.534845701031256e-05,-4.75838210550006e-06,-0.001979999560933518,0.573733992092843,0.8190254963942366,0.0026999027005298907,0.0,0.818992740971644,-0.5736733921982261,-0.011422618821535419,0.0,-0.007806704012855714,0.008764914161456333,-0.9999311134534208,0.0,0.661767438732448,0.2609554380365068,0.3037309455958248,1.0,-0.00020000000000000004,-0.00026285714285714297,-0.00010000000000000002,0.011000000000000003
0.4651084403317186,0.5472535797354369,-0.12397989873735886,-1.3555469811878789,0.07947083175615682,1.8941866523012703,0.15914089513668422,-0.00011474550844582739,0.001116133590053794,0.0008404150307374699,0.00015449900451898886,-2.041499377717217e-05,-0.00026103397785541565,0.0009651248313367376,0.5737323334434693,0.8190266577935421,0.002700053010654872,0.0,0.8189938774006159,-0.5736717030664262,-0.011425969647236503,0.0,-0.007809380078000694,0.008766943902783791,-0.9999310747633571,0.0,0.6617643350642912,0.2609605797390504,0.30373147610410084,1.0,-0.0003800000000000002,-0.0004994285714285718,-0.0001900000000000001,0.02000000000000001
0.4651007688470441,0.5472530991381043,-0.12398240538152965,-1.35555325989541,0.07947081859244333,1.894185982886144,0.15914373757934577,0.00041036767059887333,0.0006021628611902659,0.0008077982451125333,-0.00031309274579978586,-4.44312535739123e-05,-8.467429198811368e-05,0.0017868954004019559,0.5737386735445991,0.8190222288717328,0.0026962927272698558,0.0,0.8189893815851363,-0.5736780336903136,-0.011430372400746642,0.0,-0.007815075634883206,0.00876645059394375,-0.9999310345902885,0.0,0.6617633165780928,0.2609579024463912,0.3037282715218885,1.0,-0.0007200000000000005,-0.000946285714285715,-0.00036000000000000024,0.037000000000000026
0.4651003513795737,0.547203199782257,-0.12398182794189917,-1.3555921072847963,0.07947070030297762,1.8941929394086803,0.1591456780952446,-0.0004241470148940649,-0.006634482581851581,9.835464800645449e-05,-0.0031125420570395504,-0.00010496394645053863,-0.00013244399446158347,0.0018447147607915596,0.5737465991181626,0.8190166258386539,0.0027117340239781245,0.0,0.818983973312628,-0.5736859043744963,-0.011422849044137744,0.0,-0.007799969869215551,0.008774856440016757,-0.9999310788071827,0.0,0.6617591322890417,0.26094981883027735,0.3037462938012898,1.0,-0.0010000000000000007,-0.0013142857142857153,-0.0005000000000000003,0.05100000000000004
0.46509920159009477,0.5470724654028202,-0.12398285824541581,-1.3557470876643676,0.07947106132521828,1.8942153087374434,0.15914684715509836,-0.0014052978500590705,-0.007811480907073919,-0.0006319527500523799,-0.011819680157611381,0.000113043425926904,0.004751059887175076,0.0013392872014243839,0.5737576972999001,0.819008832773808,0.0027172649500866175,0.0,0.8189761356131631,-0.5736968531531269,-0.011434897443252753,0.0,-0.007806545957039168,0.008786404739678746,-0.9999309260803824,0.0,0.6617320297778531,0.2609333524515585,0.30376710211445174,1.0,-0.001340000000000001,-0.0017611428571428587,-0.0006700000000000005,0.06800000000000005
0.465085491716666,0.546925772096474,-0.12398027077579407,-1.3559455821496944,0.07946269034262968,1.8942633842089875,0.15914561651332781,-0.00012282584998953258,-0.010254229876896628,0.001117447719050935,-0.012615094041736883,-0.00026935402406379785,0.006822940273828569,0.0010655568416393544,0.5737748027020814,0.8189968470371867,0.0027179456475400444,0.0,0.8189640877405954,-0.5737138744628922,-0.011443781770002916,0.0,-0.007813248489029367,0.008792222782549139,-0.9999308225905382,0.0,0.6617034361369452,0.2609060452357021,0.30378059399640356,1.0,-0.0016800000000000012,-0.002208000000000002,-0.0008400000000000006,0.08500000000000006
0.46505880780428627,0.546758426338768,-0.1239804040760847,-1.3561495548064282,0.07946113658841761,1.8943740878793998,0.15914204914373933,-0.00112827033957403,-0.01081176643645427,0.001636214087965431,-0.005599845604934005,8.22498672964891e-05,0.009927173889286251,-0.00019864890749162574,0.5738049696189631,0.8189754826006074,0.0027861516275448335,0.0,0.818943564214413,-0.5737437785971083,-0.011413240298630202,0.0,-0.0077487760070253375,0.008830844968243406,-0.999930983942162,0.0,0.6616902402358837,0.2608735676726,0.303811657357103,1.0,-0.0020200000000000014,-0.002654857142857145,-0.0010100000000000007,0.10200000000000008
0.4650381793946486,0.5465532435075265,-0.12398036559268077,-1.3563834750719286,0.07945835474643106,1.8944984888218364,0.15913690495169144,-0.0008963559281780495,-0.013551277740190456,-0.0002319187318677421,-0.013796009140607924,-0.0002988660517780239,0.002303905665926139,0.0004051453155025324,0.57383007893629,0.8189575877239668,0.002873485430753436,0.0,0.8189267567844434,-0.5737685725736681,-0.011372732762937411,0.0,-0.007665217734644181,0.008879361198770322,-0.9999311983240559,0.0,0.6616723424593876,0.2608428679788391,0.3038564422804315,1.0,-0.002360000000000002,-0.003101714285714289,-0.001180000000000001,0.11900000000000009
0.4650038352295016,0.5463290858461678,-0.12398114875034094,-1.3566691454303363,0.07945142319491662,1.8946255042042346,0.15913088205901696,-0.00027334530746399223,-0.0149909122424393,-0.0004830319251500286,-0.01593878557597906,0.00027850009601016677,0.005982956100984064,-0.0015665235536127915,0.5738679979215308,0.8189308006588416,0.0029345519268299284,0.0,0.8189007101017877,-0.5738062500118548,-0.011347305553705174,0.0,-0.007608940281495891,0.008915133820572449,-0.9999313098492087,0.0,0.6616475892473871,0.26079622583875,0.3038902628659049,1.0,-0.002700000000000002,-0.0035485714285714317,-0.001350000000000001,0.1360000000000001
