txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15318.0,16575.0,39075.0,15572.0,16445.0,38607.0,15483.0,16398.0,38505.0,15092.0,16177.0,39546.0,15802.0,16443.0,37644.0,15624.0,16642.0,37839.0,15758.0,16574.0,37453.0,15305.0,16435.0,38110.0,16160.0,16534.0,37427.0,15946.0,16299.0,37872.0,15562.0,16220.0,37531.0,15427.0,16220.0,38203.0,16140.0,16252.0,38118.0,16046.0,16333.0,38261.0,15708.0,16133.0,37563.0,15686.0,16070.0,37643.0
15321.0,16574.0,39070.0,15572.0,16445.0,38607.0,15484.0,16398.0,38508.0,15091.0,16178.0,39545.0,15802.0,16440.0,37646.0,15626.0,16639.0,37835.0,15757.0,16574.0,37452.0,15305.0,16435.0,38109.0,16159.0,16534.0,37429.0,15945.0,16299.0,37871.0,15563.0,16219.0,37528.0,15427.0,16219.0,38203.0,16142.0,16252.0,38122.0,16046.0,16335.0,38261.0,15708.0,16133.0,37567.0,15685.0,16070.0,37643.0
15318.0,16575.0,39074.0,15571.0,16447.0,38605.0,15484.0,16399.0,38503.0,15092.0,16175.0,39542.0,15802.0,16440.0,37646.0,15626.0,16639.0,37835.0,15757.0,16574.0,37452.0,15306.0,16434.0,38111.0,16159.0,16534.0,37432.0,15945.0,16298.0,37873.0,15563.0,16220.0,37528.0,15428.0,16220.0,38202.0,16142.0,16252.0,38122.0,16046.0,16335.0,38261.0,15708.0,16133.0,37567.0,15685.0,16069.0,37641.0
15318.0,16575.0,39074.0,15571.0,16447.0,38605.0,15484.0,16399.0,38503.0,15092.0,16175.0,39542.0,15800.0,16443.0,37647.0,15623.0,16641.0,37833.0,15758.0,16574.0,37450.0,15306.0,16434.0,38111.0,16159.0,16534.0,37432.0,15945.0,16298.0,37873.0,15563.0,16220.0,37528.0,15428.0,16220.0,38202.0,16140.0,16254.0,38116.0,16048.0,16333.0,38259.0,15708.0,16134.0,37557.0,15685.0,16069.0,37641.0
15319.0,16575.0,39063.0,15571.0,16447.0,38611.0,15484.0,16400.0,38506.0,15088.0,16176.0,39544.0,15801.0,16443.0,37643.0,15625.0,16640.0,37836.0,15756.0,16574.0,37450.0,15304.0,16434.0,38108.0,16157.0,16535.0,37426.0,15946.0,16298.0,37876.0,15563.0,16219.0,37530.0,15428.0,16219.0,38206.0,16142.0,16253.0,38119.0,16047.0,16333.0,38256.0,15707.0,16135.0,37559.0,15685.0,16072.0,37644.0
15319.0,16575.0,39063.0,15571.0,16447.0,38611.0,15484.0,16400.0,38506.0,15088.0,16176.0,39544.0,15800.0,16444.0,37642.0,15625.0,16640.0,37836.0,15756.0,16574.0,37450.0,15304.0,16434.0,38108.0,16157.0,16535.0,37426.0,15946.0,16298.0,37876.0,15563.0,16219.0,37530.0,15428.0,16219.0,38206.0,16139.0,16253.0,38116.0,16047.0,16333.0,38261.0,15707.0,16135.0,37559.0,15685.0,16072.0,37644.0
15316.0,16578.0,39054.0,15569.0,16449.0,38602.0,15481.0,16399.0,38505.0,15086.0,16175.0,39538.0,15800.0,16445.0,37634.0,15622.0,16644.0,37831.0,15753.0,16576.0,37445.0,15302.0,16434.0,38104.0,16157.0,16534.0,37419.0,15943.0,16297.0,37871.0,15562.0,16220.0,37528.0,15426.0,16218.0,38210.0,16139.0,16252.0,38112.0,16046.0,16333.0,38251.0,15705.0,16134.0,37560.0,15684.0,16072.0,37644.0
15314.0,16578.0,39045.0,15566.0,16450.0,38595.0,15478.0,16400.0,38498.0,15081.0,16175.0,39541.0,15797.0,16445.0,37629.0,15620.0,16642.0,37826.0,15751.0,16574.0,37447.0,15297.0,16435.0,38103.0,16157.0,16535.0,37412.0,15942.0,16297.0,37861.0,15560.0,16220.0,37532.0,15424.0,16218.0,38210.0,16140.0,16253.0,38111.0,16043.0,16334.0,38255.0,15704.0,16135.0,37559.0,15682.0,16069.0,37642.0
15313.0,16581.0,39056.0,15566.0,16449.0,38595.0,15478.0,16400.0,38495.0,15080.0,16174.0,39537.0,15799.0,16446.0,37637.0,15619.0,16642.0,37826.0,15752.0,16574.0,37449.0,15298.0,16433.0,38108.0,16158.0,16537.0,37420.0,15942.0,16299.0,37862.0,15561.0,16219.0,37529.0,15423.0,16217.0,38205.0,16142.0,16255.0,38116.0,16047.0,16335.0,38258.0,15706.0,16132.0,37565.0,15683.0,16070.0,37644.0
15316.0,16580.0,39067.0,15571.0,16450.0,38606.0,15481.0,16400.0,38502.0,15084.0,16174.0,39536.0,15800.0,16446.0,37654.0,15626.0,16642.0,37836.0,15758.0,16573.0,37452.0,15305.0,16432.0,38105.0,16159.0,16536.0,37430.0,15948.0,16301.0,37872.0,15563.0,16221.0,37535.0,15428.0,16215.0,38208.0,16142.0,16254.0,38125.0,16049.0,16336.0,38255.0,15710.0,16134.0,37560.0,15688.0,16069.0,37639.0
15318.0,16577.0,39078.0,15572.0,16447.0,38612.0,15486.0,16396.0,38507.0,15094.0,16173.0,39538.0,15804.0,16445.0,37659.0,15629.0,16642.0,37841.0,15761.0,16574.0,37452.0,15311.0,16431.0,38099.0,16163.0,16536.0,37437.0,15950.0,16297.0,37876.0,15568.0,16219.0,37531.0,15434.0,16216.0,38199.0,16145.0,16256.0,38127.0,16053.0,16336.0,38272.0,15712.0,16134.0,37564.0,15691.0,16069.0,37638.0
15318.0,16580.0,39087.0,15576.0,16449.0,38613.0,15486.0,16398.0,38504.0,15096.0,16173.0,39537.0,15802.0,16447.0,37651.0,15628.0,16642.0,37839.0,15762.0,16575.0,37454.0,15309.0,16431.0,38103.0,16163.0,16538.0,37440.0,15951.0,16300.0,37884.0,15569.0,16219.0,37529.0,15436.0,16217.0,38206.0,16144.0,16256.0,38123.0,16052.0,16335.0,38270.0,15711.0,16133.0,37563.0,15690.0,16069.0,37640.0
15316.0,16582.0,39065.0,15570.0,16451.0,38604.0,15484.0,16400.0,38497.0,15090.0,16171.0,39541.0,15801.0,16448.0,37642.0,15625.0,16643.0,37835.0,15758.0,16574.0,37452.0,15304.0,16430.0,38094.0,16162.0,16536.0,37434.0,15949.0,16300.0,37873.0,15566.0,16219.0,37532.0,15433.0,16219.0,38205.0,16143.0,16256.0,38124.0,16049.0,16335.0,38267.0,15711.0,16135.0,37565.0,15688.0,16069.0,37642.0
