txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15815.0,16697.0,38367.0,15832.0,16560.0,37816.0,15655.0,16617.0,37784.0,15352.0,16459.0,38553.0,16036.0,16398.0,37456.0,15738.0,16544.0,37506.0,15848.0,16534.0,37103.0,15487.0,16412.0,37474.0,16246.0,16500.0,37345.0,15994.0,16316.0,37669.0,15764.0,16262.0,37345.0,15518.0,16332.0,37765.0,16145.0,16248.0,38327.0,16027.0,16308.0,38358.0,15759.0,16143.0,37618.0,15645.0,16018.0,37637.0
15815.0,16697.0,38367.0,15832.0,16560.0,37816.0,15655.0,16617.0,37784.0,15352.0,16459.0,38553.0,16036.0,16398.0,37456.0,15738.0,16544.0,37506.0,15848.0,16534.0,37103.0,15487.0,16412.0,37474.0,16246.0,16500.0,37345.0,15994.0,16316.0,37669.0,15764.0,16262.0,37345.0,15518.0,16332.0,37765.0,16145.0,16248.0,38327.0,16027.0,16308.0,38358.0,15759.0,16143.0,37618.0,15645.0,16018.0,37637.0
15815.0,16698.0,38358.0,15830.0,16561.0,37817.0,15652.0,16616.0,37777.0,15352.0,16461.0,38560.0,16036.0,16396.0,37451.0,15738.0,16545.0,37512.0,15847.0,16535.0,37104.0,15488.0,16412.0,37469.0,16246.0,16500.0,37343.0,15991.0,16315.0,37667.0,15762.0,16259.0,37344.0,15517.0,16332.0,37764.0,16142.0,16249.0,38325.0,16026.0,16308.0,38360.0,15758.0,16141.0,37616.0,15643.0,16019.0,37642.0
15815.0,16698.0,38358.0,15830.0,16561.0,37817.0,15652.0,16616.0,37777.0,15352.0,16461.0,38560.0,16036.0,16396.0,37451.0,15738.0,16545.0,37512.0,15847.0,16535.0,37104.0,15488.0,16412.0,37469.0,16246.0,16500.0,37343.0,15991.0,16315.0,37667.0,15762.0,16259.0,37344.0,15517.0,16332.0,37764.0,16142.0,16249.0,38325.0,16026.0,16308.0,38360.0,15758.0,16141.0,37616.0,15643.0,16019.0,37642.0
15814.0,16699.0,38348.0,15829.0,16561.0,37818.0,15650.0,16616.0,37779.0,15347.0,16459.0,38560.0,16035.0,16398.0,37446.0,15736.0,16545.0,37509.0,15845.0,16534.0,37102.0,15488.0,16412.0,37477.0,16244.0,16500.0,37339.0,15991.0,16315.0,37663.0,15763.0,16261.0,37346.0,15517.0,16331.0,37763.0,16142.0,16248.0,38321.0,16025.0,16307.0,38356.0,15758.0,16141.0,37620.0,15644.0,16020.0,37643.0
15814.0,16699.0,38348.0,15829.0,16561.0,37818.0,15650.0,16616.0,37779.0,15347.0,16459.0,38560.0,16035.0,16398.0,37446.0,15736.0,16543.0,37510.0,15846.0,16534.0,37104.0,15488.0,16412.0,37477.0,16244.0,16500.0,37339.0,15991.0,16315.0,37663.0,15763.0,16261.0,37346.0,15517.0,16331.0,37763.0,16142.0,16248.0,38321.0,16025.0,16307.0,38356.0,15756.0,16142.0,37616.0,15644.0,16020.0,37643.0
15812.0,16697.0,38352.0,15826.0,16561.0,37816.0,15650.0,16616.0,37780.0,15346.0,16459.0,38562.0,16035.0,16400.0,37447.0,15734.0,16545.0,37511.0,15843.0,16536.0,37101.0,15486.0,16410.0,37477.0,16244.0,16500.0,37335.0,15989.0,16315.0,37670.0,15759.0,16262.0,37338.0,15516.0,16332.0,37765.0,16145.0,16248.0,38319.0,16026.0,16309.0,38356.0,15756.0,16142.0,37613.0,15642.0,16020.0,37642.0
15812.0,16697.0,38352.0,15826.0,16561.0,37816.0,15650.0,16616.0,37780.0,15346.0,16459.0,38562.0,16035.0,16400.0,37447.0,15734.0,16545.0,37511.0,15843.0,16536.0,37101.0,15486.0,16410.0,37477.0,16244.0,16500.0,37335.0,15989.0,16315.0,37670.0,15759.0,16262.0,37338.0,15516.0,16332.0,37765.0,16145.0,16248.0,38319.0,16026.0,16309.0,38356.0,15756.0,16142.0,37613.0,15642.0,16020.0,37642.0
15810.0,16701.0,38348.0,15825.0,16562.0,37804.0,15647.0,16615.0,37772.0,15345.0,16457.0,38557.0,16033.0,16401.0,37448.0,15734.0,16546.0,37510.0,15843.0,16535.0,37099.0,15484.0,16411.0,37473.0,16243.0,16503.0,37341.0,15989.0,16317.0,37668.0,15763.0,16260.0,37339.0,15515.0,16328.0,37763.0,16145.0,16251.0,38323.0,16028.0,16309.0,38357.0,15758.0,16142.0,37618.0,15645.0,16017.0,37643.0
15813.0,16700.0,38364.0,15830.0,16563.0,37825.0,15653.0,16615.0,37778.0,15347.0,16455.0,38551.0,16036.0,16402.0,37455.0,15738.0,16547.0,37512.0,15849.0,16534.0,37103.0,15491.0,16409.0,37470.0,16247.0,16502.0,37353.0,15999.0,16316.0,37672.0,15766.0,16259.0,37335.0,15520.0,16331.0,37765.0,16148.0,16250.0,38335.0,16031.0,16312.0,38362.0,15762.0,16142.0,37623.0,15651.0,16018.0,37641.0
