txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15928.0,16380.0,39539.0,16046.0,16541.0,38836.0,15841.0,16487.0,38505.0,15398.0,16660.0,39599.0,15952.0,16511.0,38718.0,15958.0,16436.0,37900.0,15843.0,16458.0,37754.0,15616.0,16533.0,38007.0,16188.0,16338.0,38039.0,16044.0,16319.0,37978.0,15887.0,16191.0,37326.0,15646.0,16337.0,37934.0,16138.0,16308.0,38624.0,16019.0,16399.0,38073.0,15921.0,16282.0,37651.0,15715.0,16456.0,38312.0
15926.0,16382.0,39539.0,16047.0,16542.0,38834.0,15842.0,16487.0,38505.0,15399.0,16659.0,39599.0,15952.0,16509.0,38712.0,15960.0,16434.0,37900.0,15842.0,16460.0,37761.0,15616.0,16531.0,38003.0,16187.0,16337.0,38036.0,16045.0,16317.0,37981.0,15887.0,16192.0,37325.0,15645.0,16338.0,37934.0,16138.0,16305.0,38623.0,16018.0,16398.0,38077.0,15920.0,16280.0,37651.0,15716.0,16455.0,38310.0
15928.0,16381.0,39543.0,16047.0,16541.0,38833.0,15843.0,16486.0,38501.0,15400.0,16657.0,39607.0,15952.0,16511.0,38719.0,15960.0,16435.0,37899.0,15845.0,16461.0,37759.0,15615.0,16534.0,38011.0,16187.0,16338.0,38031.0,16044.0,16320.0,37988.0,15888.0,16191.0,37326.0,15645.0,16338.0,37934.0,16138.0,16306.0,38623.0,16018.0,16397.0,38076.0,15921.0,16282.0,37649.0,15715.0,16457.0,38315.0
15928.0,16381.0,39543.0,16047.0,16541.0,38833.0,15843.0,16486.0,38501.0,15400.0,16657.0,39607.0,15952.0,16511.0,38717.0,15959.0,16436.0,37896.0,15842.0,16462.0,37754.0,15615.0,16534.0,38011.0,16187.0,16338.0,38031.0,16044.0,16320.0,37988.0,15888.0,16191.0,37326.0,15645.0,16338.0,37934.0,16138.0,16307.0,38625.0,16018.0,16397.0,38076.0,15920.0,16281.0,37650.0,15715.0,16457.0,38315.0
15929.0,16381.0,39551.0,16047.0,16541.0,38840.0,15844.0,16489.0,38504.0,15399.0,16661.0,39602.0,15954.0,16511.0,38721.0,15961.0,16435.0,37903.0,15843.0,16461.0,37753.0,15616.0,16534.0,38007.0,16188.0,16338.0,38035.0,16045.0,16318.0,37988.0,15888.0,16191.0,37327.0,15646.0,16338.0,37937.0,16138.0,16306.0,38625.0,16018.0,16397.0,38076.0,15920.0,16282.0,37650.0,15715.0,16455.0,38314.0
15928.0,16380.0,39550.0,16048.0,16539.0,38839.0,15845.0,16486.0,38508.0,15400.0,16660.0,39603.0,15955.0,16511.0,38733.0,15963.0,16433.0,37904.0,15846.0,16460.0,37759.0,15617.0,16533.0,38010.0,16190.0,16336.0,38044.0,16046.0,16319.0,37980.0,15888.0,16190.0,37325.0,15646.0,16339.0,37932.0,16139.0,16306.0,38633.0,16019.0,16396.0,38081.0,15923.0,16281.0,37656.0,15716.0,16458.0,38313.0
15930.0,16375.0,39557.0,16053.0,16540.0,38845.0,15847.0,16486.0,38511.0,15404.0,16662.0,39599.0,15955.0,16511.0,38733.0,15963.0,16433.0,37904.0,15846.0,16460.0,37759.0,15617.0,16533.0,38010.0,16191.0,16336.0,38043.0,16048.0,16317.0,37990.0,15891.0,16193.0,37326.0,15645.0,16340.0,37931.0,16139.0,16306.0,38633.0,16019.0,16396.0,38081.0,15923.0,16281.0,37656.0,15716.0,16458.0,38313.0
15930.0,16376.0,39555.0,16050.0,16537.0,38837.0,15848.0,16488.0,38512.0,15406.0,16663.0,39602.0,15954.0,16507.0,38721.0,15963.0,16434.0,37899.0,15845.0,16461.0,37761.0,15619.0,16536.0,38006.0,16190.0,16334.0,38045.0,16045.0,16318.0,37984.0,15888.0,16193.0,37329.0,15646.0,16340.0,37926.0,16136.0,16305.0,38626.0,16015.0,16397.0,38075.0,15918.0,16283.0,37647.0,15711.0,16458.0,38308.0
15929.0,16377.0,39544.0,16048.0,16539.0,38836.0,15846.0,16488.0,38508.0,15403.0,16663.0,39603.0,15952.0,16506.0,38708.0,15958.0,16433.0,37895.0,15843.0,16461.0,37761.0,15614.0,16535.0,38013.0,16186.0,16333.0,38032.0,16041.0,16317.0,37981.0,15886.0,16191.0,37325.0,15643.0,16340.0,37933.0,16134.0,16304.0,38614.0,16014.0,16397.0,38069.0,15918.0,16281.0,37654.0,15712.0,16457.0,38304.0
15928.0,16377.0,39532.0,16047.0,16536.0,38841.0,15843.0,16487.0,38510.0,15400.0,16664.0,39609.0,15950.0,16506.0,38701.0,15960.0,16433.0,37896.0,15841.0,16461.0,37750.0,15613.0,16534.0,38016.0,16185.0,16333.0,38026.0,16039.0,16318.0,37987.0,15884.0,16190.0,37321.0,15642.0,16338.0,37935.0,16134.0,16303.0,38611.0,16013.0,16396.0,38068.0,15916.0,16281.0,37648.0,15710.0,16457.0,38313.0
15927.0,16378.0,39527.0,16047.0,16538.0,38833.0,15840.0,16486.0,38506.0,15396.0,16662.0,39612.0,15951.0,16504.0,38707.0,15960.0,16434.0,37892.0,15842.0,16462.0,37754.0,15614.0,16535.0,38015.0,16185.0,16335.0,38023.0,16040.0,16318.0,37982.0,15882.0,16192.0,37326.0,15640.0,16340.0,37944.0,16134.0,16302.0,38609.0,16013.0,16397.0,38068.0,15917.0,16282.0,37643.0,15710.0,16458.0,38312.0
15935.0,16372.0,39550.0,16056.0,16537.0,38847.0,15848.0,16490.0,38512.0,15406.0,16665.0,39607.0,15955.0,16504.0,38720.0,15961.0,16434.0,37905.0,15845.0,16461.0,37760.0,15617.0,16536.0,38008.0,16188.0,16331.0,38041.0,16044.0,16317.0,37988.0,15886.0,16193.0,37322.0,15646.0,16343.0,37938.0,16136.0,16301.0,38620.0,16015.0,16395.0,38070.0,15918.0,16282.0,37646.0,15709.0,16459.0,38306.0
15935.0,16372.0,39550.0,16056.0,16537.0,38847.0,15848.0,16490.0,38512.0,15406.0,16665.0,39607.0,15957.0,16504.0,38735.0,15966.0,16432.0,37909.0,15849.0,16463.0,37758.0,15619.0,16537.0,38015.0,16188.0,16331.0,38041.0,16044.0,16317.0,37988.0,15886.0,16193.0,37322.0,15646.0,16343.0,37938.0,16135.0,16303.0,38627.0,16016.0,16394.0,38074.0,15918.0,16284.0,37641.0,15713.0,16459.0,38309.0
15937.0,16368.0,39569.0,16059.0,16536.0,38847.0,15852.0,16490.0,38514.0,15411.0,16667.0,39612.0,15958.0,16503.0,38741.0,15968.0,16432.0,37905.0,15850.0,16462.0,37760.0,15621.0,16537.0,38008.0,16188.0,16330.0,38045.0,16046.0,16315.0,37988.0,15889.0,16195.0,37326.0,15648.0,16343.0,37930.0,16136.0,16302.0,38629.0,16018.0,16395.0,38075.0,15920.0,16283.0,37647.0,15714.0,16461.0,38309.0
15938.0,16368.0,39570.0,16058.0,16536.0,38851.0,15851.0,16490.0,38513.0,15409.0,16666.0,39615.0,15958.0,16501.0,38732.0,15965.0,16432.0,37905.0,15848.0,16463.0,37753.0,15622.0,16540.0,38008.0,16189.0,16330.0,38043.0,16045.0,16316.0,37990.0,15888.0,16194.0,37322.0,15647.0,16343.0,37930.0,16134.0,16299.0,38623.0,16015.0,16394.0,38074.0,15919.0,16284.0,37644.0,15711.0,16463.0,38305.0
15938.0,16368.0,39570.0,16058.0,16536.0,38851.0,15851.0,16488.0,38517.0,15409.0,16667.0,39616.0,15958.0,16501.0,38732.0,15965.0,16432.0,37905.0,15848.0,16463.0,37753.0,15622.0,16540.0,38008.0,16189.0,16330.0,38043.0,16045.0,16316.0,37990.0,15887.0,16191.0,37324.0,15646.0,16342.0,37928.0,16134.0,16299.0,38623.0,16015.0,16394.0,38074.0,15919.0,16284.0,37644.0,15711.0,16463.0,38305.0
15936.0,16369.0,39553.0,16055.0,16535.0,38836.0,15852.0,16489.0,38516.0,15409.0,16667.0,39609.0,15954.0,16501.0,38723.0,15963.0,16430.0,37901.0,15845.0,16463.0,37757.0,15617.0,16540.0,38009.0,16184.0,16328.0,38031.0,16041.0,16315.0,37981.0,15884.0,16191.0,37324.0,15643.0,16344.0,37929.0,16131.0,16299.0,38616.0,16012.0,16393.0,38064.0,15915.0,16280.0,37641.0,15708.0,16462.0,38302.0
15935.0,16368.0,39553.0,16054.0,16537.0,38849.0,15850.0,16492.0,38519.0,15403.0,16670.0,39613.0,15952.0,16500.0,38716.0,15962.0,16431.0,37897.0,15844.0,16463.0,37757.0,15616.0,16542.0,38013.0,16183.0,16329.0,38025.0,16040.0,16316.0,37981.0,15883.0,16192.0,37322.0,15643.0,16344.0,37937.0,16128.0,16299.0,38614.0,16010.0,16394.0,38060.0,15915.0,16284.0,37637.0,15706.0,16462.0,38306.0
15932.0,16368.0,39534.0,16051.0,16535.0,38836.0,15844.0,16490.0,38514.0,15402.0,16666.0,39615.0,15952.0,16499.0,38714.0,15959.0,16431.0,37896.0,15841.0,16461.0,37756.0,15614.0,16538.0,38017.0,16181.0,16329.0,38021.0,16037.0,16317.0,37977.0,15882.0,16192.0,37323.0,15639.0,16344.0,37935.0,16129.0,16297.0,38608.0,16009.0,16392.0,38063.0,15912.0,16283.0,37652.0,15705.0,16462.0,38317.0
15933.0,16371.0,39528.0,16051.0,16534.0,38833.0,15845.0,16487.0,38510.0,15400.0,16665.0,39617.0,15951.0,16500.0,38719.0,15960.0,16431.0,37899.0,15842.0,16461.0,37759.0,15615.0,16538.0,38018.0,16180.0,16329.0,38019.0,16038.0,16315.0,37980.0,15881.0,16191.0,37323.0,15638.0,16340.0,37943.0,16130.0,16300.0,38612.0,16012.0,16394.0,38070.0,15914.0,16283.0,37647.0,15706.0,16461.0,38317.0
