position_joint1,position_joint2,position_joint3,position_joint4,position_joint5,position_joint6,position_joint7,velocity_joint1,velocity_joint2,velocity_joint3,velocity_joint4,velocity_joint5,velocity_joint6,velocity_joint7,ee_T_00,ee_T_10,ee_T_20,ee_T_30,ee_T_01,ee_T_11,ee_T_21,ee_T_31,ee_T_02,ee_T_12,ee_T_22,ee_T_32,ee_T_03,ee_T_13,ee_T_23,ee_T_33,v_x,v_y,w_z,time
0.46509462449922595,0.5472977974468014,-0.12397398634062316,-1.3555685962995971,0.07945511703029284,1.8941785851171231,0.15913375791709947,-0.0011821164173982674,0.002160759787345467,0.0008256781129061611,1.2609462546994898e-05,-0.0016323998191532338,-0.0003668520999253989,-0.0009656105409346045,0.5737307608398403,0.8190279884064419,0.002629671888960572,0.0,0.818994368733057,-0.5736704330231833,-0.011454482080976205,0.0,-0.007873127987881423,0.008725643183689444,-0.999930936118449,0.0,0.6617597465786528,0.2609486140755929,0.30368892826151006,1.0,5e-324,6.89988151390263e-310,6.89966931432363e-310,0.0
0.46509462417262576,0.5472952878738163,-0.12397897137728645,-1.3555660995728858,0.07945440446734975,1.8941762106503435,0.15913421678620493,-0.0006936040399134061,0.0013199270177620189,-0.001213216003630348,0.000391410209647595,-0.0004117969142042983,0.000178779230939334,-0.001022905135682442,0.5737342730385979,0.8190255258116652,0.002630382292564162,0.0,0.818991944377822,-0.5736739747151451,-0.011450444531526254,0.0,-0.007869375998288575,0.008723942340431792,-0.999930980493873,0.0,0.6617610955735572,0.26094578120293477,0.30369185207595606,1.0,-0.0001,-0.00013142857142857146,-5e-05,0.006
0.4650971298259601,0.5472914429373221,-0.12397646568741734,-1.3555660995851484,0.079454404466682,1.8941804448233956,0.15913822888334866,-7.88138931655798e-05,0.0002030793993327662,0.0007869870122933298,-4.8280980031133475e-05,-6.121556307268135e-05,-4.547635365382045e-05,-0.00012356470735697006,0.5737337737255525,0.8190258518256488,0.002637769723737739,0.0,0.8189923595871923,-0.5736734447887115,-0.011447295893129768,0.0,-0.007862564204720202,0.008728181566352008,-0.9999309970846344,0.0,0.661760811656832,0.26094922838722107,0.3036948618339796,1.0,-0.00032000000000000013,-0.00042057142857142884,-0.00016000000000000007,0.017000000000000008
0.4650939115197622,0.5472812331264884,-0.123977050946378,-1.3555805240100616,0.07945511654350493,1.894178165413309,0.1591318766798919,-0.0007768735525766267,-0.001372705438867778,0.001187545822216485,-0.002407737042590924,0.00011758847892123307,-0.0003201664665238339,-0.0011809389944189789,0.5737325617565706,0.8190267150226567,0.002633355397023914,0.0,0.8189931457218026,-0.5736722249340591,-0.011452183246919555,0.0,-0.007869112679712964,0.008727358481067968,-0.9999309527560276,0.0,0.6617582543339707,0.26094514097555194,0.3036950495836272,1.0,-0.0006600000000000004,-0.0008674285714285722,-0.0003300000000000002,0.03400000000000002
0.46509447893431294,0.5472369879704189,-0.12397966186219533,-1.355619846356038,0.07945440444862478,1.8941858891140344,0.15913818360209606,0.0015948900519026949,-0.0026996305246296485,0.00033495492068932506,0.00048233713596869784,-0.00037901869546276416,-0.00025271967564804797,-0.00042695241556780296,0.5737410125372152,0.8190207573849694,0.002645072121931695,0.0,0.8189873309446501,-0.5736806275766325,-0.011447104290931324,0.0,-0.007858140684887105,0.008734121922707228,-0.9999309799877267,0.0,0.6617524376380467,0.260940326887469,0.3037084309394542,1.0,-0.0010200000000000007,-0.0013405714285714297,-0.0005100000000000004,0.05200000000000004
0.46509067185443215,0.5471098409938525,-0.12397186661916866,-1.3557646842542208,0.07945033600247722,1.8942017053034284,0.15913864651322362,-0.00035440180237443166,-0.010406122362220367,0.0019892910272638546,-0.010442969627895886,-8.429582921539145e-05,0.0017150066171975585,0.0010120355944586701,0.573745775629991,0.8190174040503017,0.0026502284153154193,0.0,0.8189839247207095,-0.573685240650084,-0.011459607782420972,0.0,-0.007865372723973085,0.008745564403737444,-0.9999308231148658,0.0,0.6617251726142802,0.2609272038987845,0.30373065771237856,1.0,-0.001340000000000001,-0.0017611428571428587,-0.0006700000000000005,0.06800000000000005
0.4650819233804506,0.5469722424786585,-0.12398179285254395,-1.3559492259157246,0.0794505344230215,1.8942416488342084,0.1591393136635802,0.00039795123955839055,-0.008253141700836525,-0.0003713294469008572,-0.013256360405957037,-7.676666609671036e-05,0.0005063407510698928,2.3339832671189636e-05,0.5737705842913691,0.8190000269029579,0.002649421843207032,0.0,0.8189664560600506,-0.5737099587188547,-0.011470571758187473,0.0,-0.007874550491751287,0.008751432769590312,-0.9999306995382392,0.0,0.661699013699153,0.26089831093027965,0.3037440737565193,1.0,-0.0016800000000000012,-0.002208000000000002,-0.0008400000000000006,0.08500000000000006
0.4650588570800115,0.5468300641787344,-0.12397997766649149,-1.3561411802161536,0.0794433878648791,1.8943450201492567,0.15913808016805567,-0.0012850449767919986,-0.008855286614833844,-0.0018374450355921506,-0.012960974482787192,-0.0006518411683687339,0.008216174967594646,0.0007272731488782045,0.5737962122765319,0.8189819173604653,0.002696797153893345,0.0,0.8189489558091543,-0.5737354282698204,-0.01144609227422207,0.0,-0.007827045221856288,0.008776432579049795,-0.9999308534065146,0.0,0.6616853748391828,0.26086904772311037,0.30376231872889964,1.0,-0.0019800000000000017,-0.002602285714285717,-0.0009900000000000009,0.10000000000000007
0.4650401755328447,0.5466192121838811,-0.12398035252167335,-1.3563745178188964,0.07943827585480692,1.894460635499478,0.1591285872443183,-0.00018810871073645025,-0.013162657294334513,-0.00047075345348945337,-0.013912604550317977,-0.002777895181587239,0.006393807452256782,-0.010620294238646797,0.5738157427043533,0.8189679514888364,0.002781143656586667,0.0,0.8189360479639216,-0.5737546564411085,-0.011405720432627985,0.0,-0.007745374497225843,0.00882253059712483,-0.9999310836891514,0.0,0.6616657265285317,0.26083856665555544,0.3038106430025433,1.0,-0.0023200000000000017,-0.00304914285714286,-0.0011600000000000009,0.11700000000000009
0.4650080238938102,0.5464356293166148,-0.12398275268472334,-1.356614869891203,0.07943308495337538,1.8945807655538252,0.15912299201763744,-0.0009865331290169832,-0.011642880305639878,-0.0007565424892830488,-0.01843253853521404,-0.0014703818474522674,0.00662352320535585,-0.000458548345697906,0.5738513667269163,0.8189427923282477,0.002838785034309967,0.0,0.8189116100360876,-0.5737900737045489,-0.011378627660649884,0.0,-0.007689726486271697,0.008854525534588667,-0.9999312303774313,0.0,0.6616486313005404,0.26079710423606084,0.3038367624683953,1.0,-0.0026200000000000017,-0.0034434285714285743,-0.0013100000000000008,0.1320000000000001
