txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15954.0,16402.0,39249.0,16041.0,16536.0,38771.0,15864.0,16488.0,38454.0,15383.0,16646.0,39614.0,15953.0,16523.0,38609.0,15981.0,16445.0,37876.0,15844.0,16465.0,37820.0,15609.0,16523.0,38062.0,16191.0,16336.0,38046.0,16031.0,16326.0,38073.0,15861.0,16185.0,37410.0,15649.0,16326.0,38034.0,16129.0,16282.0,38740.0,16007.0,16410.0,38151.0,15910.0,16296.0,37725.0,15713.0,16483.0,38396.0
15955.0,16400.0,39246.0,16038.0,16537.0,38768.0,15862.0,16488.0,38448.0,15383.0,16645.0,39608.0,15955.0,16525.0,38609.0,15979.0,16445.0,37872.0,15844.0,16466.0,37819.0,15611.0,16524.0,38059.0,16190.0,16336.0,38051.0,16027.0,16327.0,38072.0,15860.0,16185.0,37409.0,15650.0,16326.0,38035.0,16130.0,16283.0,38741.0,16007.0,16410.0,38144.0,15908.0,16294.0,37721.0,15711.0,16480.0,38396.0
15956.0,16398.0,39243.0,16039.0,16535.0,38774.0,15863.0,16489.0,38453.0,15383.0,16649.0,39614.0,15955.0,16525.0,38609.0,15980.0,16444.0,37873.0,15845.0,16466.0,37815.0,15610.0,16524.0,38062.0,16190.0,16336.0,38045.0,16029.0,16325.0,38077.0,15861.0,16184.0,37405.0,15648.0,16326.0,38035.0,16130.0,16283.0,38741.0,16008.0,16410.0,38156.0,15910.0,16294.0,37723.0,15713.0,16483.0,38402.0
15956.0,16398.0,39243.0,16039.0,16535.0,38774.0,15863.0,16489.0,38453.0,15383.0,16649.0,39614.0,15954.0,16524.0,38607.0,15980.0,16444.0,37873.0,15845.0,16466.0,37815.0,15610.0,16524.0,38062.0,16190.0,16336.0,38045.0,16029.0,16325.0,38077.0,15861.0,16184.0,37405.0,15648.0,16326.0,38035.0,16129.0,16282.0,38738.0,16008.0,16410.0,38156.0,15910.0,16294.0,37723.0,15713.0,16483.0,38402.0
15954.0,16399.0,39255.0,16041.0,16536.0,38772.0,15863.0,16488.0,38453.0,15385.0,16647.0,39616.0,15954.0,16523.0,38609.0,15983.0,16445.0,37873.0,15845.0,16466.0,37812.0,15612.0,16523.0,38060.0,16191.0,16334.0,38046.0,16030.0,16325.0,38077.0,15859.0,16183.0,37410.0,15649.0,16326.0,38032.0,16129.0,16282.0,38741.0,16007.0,16410.0,38150.0,15909.0,16295.0,37725.0,15712.0,16481.0,38396.0
15957.0,16397.0,39250.0,16041.0,16536.0,38773.0,15865.0,16489.0,38452.0,15386.0,16648.0,39613.0,15956.0,16522.0,38616.0,15982.0,16444.0,37872.0,15845.0,16467.0,37816.0,15610.0,16524.0,38059.0,16191.0,16335.0,38049.0,16030.0,16325.0,38077.0,15860.0,16185.0,37407.0,15649.0,16325.0,38031.0,16128.0,16281.0,38740.0,16007.0,16411.0,38154.0,15909.0,16294.0,37721.0,15711.0,16482.0,38392.0
15957.0,16397.0,39254.0,16041.0,16536.0,38769.0,15865.0,16489.0,38457.0,15386.0,16649.0,39615.0,15955.0,16521.0,38620.0,15983.0,16445.0,37871.0,15848.0,16465.0,37817.0,15611.0,16525.0,38051.0,16191.0,16335.0,38040.0,16031.0,16324.0,38077.0,15860.0,16184.0,37410.0,15649.0,16326.0,38037.0,16129.0,16281.0,38744.0,16007.0,16412.0,38145.0,15909.0,16295.0,37720.0,15711.0,16484.0,38396.0
15958.0,16395.0,39266.0,16046.0,16534.0,38778.0,15867.0,16488.0,38454.0,15392.0,16651.0,39613.0,15959.0,16520.0,38623.0,15986.0,16444.0,37879.0,15847.0,16469.0,37813.0,15614.0,16525.0,38055.0,16189.0,16332.0,38051.0,16032.0,16324.0,38082.0,15862.0,16185.0,37411.0,15651.0,16327.0,38031.0,16129.0,16280.0,38745.0,16006.0,16408.0,38154.0,15908.0,16295.0,37715.0,15711.0,16484.0,38394.0
15958.0,16395.0,39266.0,16046.0,16534.0,38778.0,15867.0,16488.0,38454.0,15392.0,16651.0,39613.0,15957.0,16518.0,38621.0,15986.0,16444.0,37879.0,15847.0,16469.0,37813.0,15614.0,16525.0,38055.0,16189.0,16332.0,38051.0,16032.0,16324.0,38082.0,15862.0,16185.0,37411.0,15651.0,16327.0,38031.0,16126.0,16279.0,38746.0,16006.0,16408.0,38154.0,15908.0,16295.0,37715.0,15711.0,16484.0,38394.0
15957.0,16393.0,39244.0,16043.0,16535.0,38772.0,15864.0,16488.0,38455.0,15385.0,16650.0,39630.0,15954.0,16518.0,38603.0,15980.0,16443.0,37867.0,15845.0,16469.0,37817.0,15608.0,16526.0,38061.0,16187.0,16330.0,38035.0,16026.0,16324.0,38068.0,15859.0,16184.0,37412.0,15645.0,16329.0,38038.0,16125.0,16278.0,38731.0,16003.0,16409.0,38146.0,15905.0,16295.0,37716.0,15706.0,16484.0,38402.0
