txl1_x,txl1_y,txl1_z,txl2_x,txl2_y,txl2_z,txl3_x,txl3_y,txl3_z,txl4_x,txl4_y,txl4_z,txl5_x,txl5_y,txl5_z,txl6_x,txl6_y,txl6_z,txl7_x,txl7_y,txl7_z,txl8_x,txl8_y,txl8_z,txl9_x,txl9_y,txl9_z,txl10_x,txl10_y,txl10_z,txl11_x,txl11_y,txl11_z,txl12_x,txl12_y,txl12_z,txl13_x,txl13_y,txl13_z,txl14_x,txl14_y,txl14_z,txl15_x,txl15_y,txl15_z,txl16_x,txl16_y,txl16_z
15584.0,16641.0,38526.0,15688.0,16526.0,38169.0,15607.0,16443.0,38262.0,15187.0,16207.0,39339.0,15949.0,16452.0,37486.0,15726.0,16645.0,37741.0,15820.0,16568.0,37452.0,15384.0,16433.0,38191.0,16211.0,16527.0,37355.0,15991.0,16331.0,37835.0,15601.0,16249.0,37594.0,15462.0,16248.0,38379.0,16157.0,16268.0,38082.0,16047.0,16366.0,38293.0,15709.0,16176.0,37661.0,15685.0,16121.0,37870.0
15584.0,16641.0,38526.0,15688.0,16526.0,38169.0,15607.0,16443.0,38262.0,15187.0,16207.0,39339.0,15946.0,16453.0,37487.0,15726.0,16646.0,37737.0,15821.0,16567.0,37450.0,15384.0,16433.0,38191.0,16211.0,16527.0,37355.0,15991.0,16331.0,37835.0,15601.0,16249.0,37594.0,15462.0,16248.0,38379.0,16156.0,16268.0,38079.0,16047.0,16365.0,38289.0,15709.0,16176.0,37661.0,15683.0,16120.0,37869.0
15584.0,16642.0,38529.0,15688.0,16525.0,38170.0,15607.0,16442.0,38262.0,15189.0,16208.0,39336.0,15946.0,16452.0,37488.0,15725.0,16646.0,37737.0,15821.0,16566.0,37452.0,15382.0,16434.0,38195.0,16211.0,16527.0,37358.0,15992.0,16330.0,37832.0,15602.0,16250.0,37594.0,15462.0,16249.0,38378.0,16158.0,16266.0,38083.0,16048.0,16367.0,38294.0,15709.0,16177.0,37665.0,15685.0,16121.0,37874.0
15584.0,16642.0,38529.0,15688.0,16525.0,38170.0,15607.0,16442.0,38262.0,15189.0,16208.0,39336.0,15948.0,16453.0,37488.0,15725.0,16647.0,37743.0,15821.0,16566.0,37450.0,15381.0,16433.0,38188.0,16211.0,16527.0,37358.0,15992.0,16330.0,37832.0,15602.0,16250.0,37594.0,15462.0,16249.0,38378.0,16158.0,16269.0,38080.0,16048.0,16366.0,38289.0,15709.0,16177.0,37665.0,15684.0,16120.0,37868.0
15581.0,16644.0,38518.0,15685.0,16528.0,38167.0,15604.0,16443.0,38255.0,15185.0,16207.0,39343.0,15945.0,16452.0,37488.0,15725.0,16646.0,37732.0,15819.0,16567.0,37449.0,15380.0,16433.0,38190.0,16212.0,16528.0,37354.0,15991.0,16331.0,37830.0,15601.0,16249.0,37590.0,15461.0,16248.0,38382.0,16159.0,16268.0,38076.0,16048.0,16366.0,38293.0,15708.0,16176.0,37670.0,15684.0,16119.0,37871.0
15577.0,16645.0,38519.0,15683.0,16526.0,38159.0,15603.0,16443.0,38258.0,15183.0,16207.0,39330.0,15945.0,16455.0,37484.0,15725.0,16646.0,37729.0,15819.0,16566.0,37447.0,15378.0,16432.0,38187.0,16210.0,16527.0,37356.0,15987.0,16330.0,37834.0,15601.0,16249.0,37596.0,15461.0,16248.0,38384.0,16156.0,16268.0,38075.0,16047.0,16366.0,38289.0,15708.0,16175.0,37661.0,15682.0,16119.0,37875.0
15577.0,16645.0,38519.0,15683.0,16526.0,38153.0,15598.0,16445.0,38256.0,15181.0,16209.0,39343.0,15945.0,16455.0,37484.0,15725.0,16646.0,37729.0,15819.0,16566.0,37447.0,15378.0,16432.0,38187.0,16210.0,16527.0,37356.0,15989.0,16333.0,37827.0,15599.0,16249.0,37587.0,15459.0,16248.0,38383.0,16156.0,16268.0,38075.0,16047.0,16366.0,38289.0,15708.0,16175.0,37661.0,15682.0,16119.0,37875.0
15577.0,16647.0,38510.0,15682.0,16529.0,38158.0,15599.0,16445.0,38252.0,15178.0,16208.0,39339.0,15944.0,16456.0,37484.0,15721.0,16647.0,37727.0,15815.0,16568.0,37453.0,15374.0,16432.0,38191.0,16209.0,16529.0,37350.0,15987.0,16332.0,37825.0,15597.0,16248.0,37586.0,15458.0,16247.0,38385.0,16159.0,16271.0,38076.0,16049.0,16367.0,38289.0,15707.0,16176.0,37664.0,15682.0,16117.0,37873.0
15579.0,16649.0,38519.0,15680.0,16528.0,38163.0,15600.0,16444.0,38252.0,15180.0,16204.0,39334.0,15944.0,16456.0,37492.0,15724.0,16648.0,37731.0,15819.0,16568.0,37446.0,15380.0,16432.0,38192.0,16213.0,16530.0,37358.0,15991.0,16333.0,37834.0,15599.0,16247.0,37585.0,15460.0,16246.0,38383.0,16159.0,16271.0,38084.0,16053.0,16368.0,38294.0,15710.0,16177.0,37669.0,15686.0,16119.0,37870.0
15581.0,16648.0,38532.0,15685.0,16528.0,38166.0,15606.0,16444.0,38250.0,15186.0,16204.0,39334.0,15947.0,16455.0,37501.0,15727.0,16648.0,37738.0,15823.0,16567.0,37449.0,15386.0,16430.0,38185.0,16214.0,16531.0,37369.0,15994.0,16332.0,37838.0,15605.0,16248.0,37593.0,15466.0,16247.0,38371.0,16160.0,16270.0,38096.0,16053.0,16367.0,38296.0,15715.0,16176.0,37670.0,15691.0,16118.0,37870.0
